"Fuel.Type.Code","Latitude","Longitude"
"ELEC",43.0010809,-85.5933832
"ELEC",39.4306377,-76.6208506
"ELEC",42.278754,-83.745565
"ELEC",42.7265511,-84.4839935
"ELEC",42.9629173,-85.6689911
"ELEC",42.6599288,-84.5499445
"ELEC",42.2204816,-85.5914435
"ELEC",35.5919654,-82.548884
"ELEC",35.2711792,-81.1951218
"ELEC",36.9746961,-121.9533779
"ELEC",35.591512,-87.0501
"ELEC",35.613217,-87.034657
"ELEC",36.3911777,-84.097283
"ELEC",40.6636709,-74.2153583
"ELEC",38.5850729,-122.5703078
"ELEC",42.378368,-122.900703
"ELEC",42.940685,-123.290061
"ELEC",35.2246617,-80.8461455
"ELEC",25.7587986,-80.1924438
"ELEC",36.076412,-86.923611
"ELEC",35.971957,-86.571502
"ELEC",35.971817,-86.570282
"ELEC",36.132043,-86.814175
"ELEC",36.163706,-86.782891
"ELEC",35.837961,-86.40721
"ELEC",36.145473,-86.811218
"ELEC",36.287728,-86.703236
"ELEC",35.971836,-86.570255
"ELEC",36.146941,-86.692287
"ELEC",36.159379,-86.790645
"ELEC",36.035147,-86.972502
"ELEC",36.153202,-86.797624
"ELEC",36.150544,-86.802403
"ELEC",45.3967393,-122.7426978
"ELEC",45.336162,-122.591209
"ELEC",45.523361,-122.5791759
"ELEC",45.4517037,-122.579064
"ELEC",45.57734,-122.696163
"ELEC",45.5258082,-122.4952134
"ELEC",44.890664,-123.033902
"ELEC",44.888866,-123.05999
"ELEC",45.3974733,-122.2699612
"ELEC",45.3673,-122.848649
"ELEC",44.0456461,-122.9262617
"ELEC",45.4192406,-122.7867139
"ELEC",45.3029528,-122.7734556
"ELEC",40.49254,-80.201397
"ELEC",40.442881,-80.165176
"ELEC",38.750221,-77.082531
"ELEC",43.0933482,-89.361333
"ELEC",37.0223839,-121.563547
"ELEC",34.07638,-117.5553084
"ELEC",38.4661834,-122.7512085
"ELEC",39.476922,-76.309179
"ELEC",39.354115,-76.756714
"ELEC",39.396155,-76.523482
"ELEC",39.5416769,-76.3300768
"ELEC",39.216143,-76.615116
"ELEC",39.4047804,-76.951296
"ELEC",39.2004244,-76.613486
"ELEC",38.538959,-76.983092
"ELEC",38.37316,-76.442981
"ELEC",39.369864,-76.8000069
"ELEC",38.602321,-76.904329
"ELEC",42.979609,-78.821574
"ELEC",42.9651297,-78.69252
"ELEC",45.4954643,-122.8826926
"ELEC",45.520878,-123.047672
"ELEC",45.5032206,-122.4156258
"ELEC",45.4564123,-122.5806431
"ELEC",40.5055268,-105.0779497
"ELEC",35.5341809,-97.5305272
"ELEC",43.0189743,-83.6476974
"ELEC",42.2578201,-85.5494843
"ELEC",43.390517,-84.667511
"ELEC",43.53085,-96.36308
"ELEC",35.83788,-78.642
"ELEC",43.1995099,-72.820633
"ELEC",38.90518,-77.066729
"ELEC",38.905461,-77.045209
"ELEC",27.9751401,-82.3360366
"ELEC",27.9380913,-82.2851028
"ELEC",27.9660797,-82.7952652
"ELEC",28.0443153,-81.9542389
"ELEC",28.5699932,-81.3673008
"ELEC",28.483181,-81.3128128
"ELEC",27.71908,-82.7388916
"ELEC",27.7829914,-82.6389923
"ELEC",27.7194729,-82.673996
"ELEC",28.8126259,-81.26091
"ELEC",28.8141727,-81.2667542
"ELEC",28.8117905,-81.2663651
"ELEC",28.8119507,-81.2679443
"ELEC",25.70218849,-80.29307556
"ELEC",27.9483343,-82.4547661
"ELEC",27.9458342,-82.5344301
"ELEC",41.870519,-87.6462683
"ELEC",41.889069,-87.617874
"ELEC",28.2352886,-82.1812439
"ELEC",33.5116539,-84.2238312
"ELEC",41.938396,-88.112679
"ELEC",41.7815157,-87.7418991
"ELEC",41.7949708,-87.7488177
"ELEC",41.8943119,-87.6196357
"ELEC",41.806038,-88.050839
"ELEC",42.0499183,-87.8368812
"ELEC",42.1797867,-71.8703003
"ELEC",42.524601,-71.7133789
"ELEC",42.2198561,-71.7734742
"ELEC",41.73106,-71.1708984
"ELEC",42.0120049,-71.0499115
"ELEC",42.5701981,-71.4186172
"ELEC",42.2672936,-71.7976652
"ELEC",42.260477,-71.794849
"ELEC",39.334214,-76.753471
"ELEC",39.2917354,-76.6217791
"ELEC",39.286911,-76.6033829
"ELEC",39.2896796,-76.6227026
"ELEC",39.2906837,-76.6247317
"ELEC",39.2921524,-76.6256104
"ELEC",39.2915726,-76.6268692
"ELEC",39.2862129,-76.6266327
"ELEC",39.2863138,-76.6251238
"ELEC",39.2886543,-76.6234512
"ELEC",38.6778958,-121.3101501
"ELEC",38.7440723,-121.2244833
"ELEC",33.6474953,-117.8369141
"ELEC",33.6496391,-117.8415909
"ELEC",33.6508827,-117.8461914
"ELEC",37.41217,-122.070869
"ELEC",38.005229,-121.799013
"ELEC",38.5624567,-121.4942845
"ELEC",32.7639528,-117.2267477
"ELEC",37.7885335,-122.3950687
"ELEC",37.3435211,-121.874733
"ELEC",38.4408838,-122.7174949
"ELEC",39.8129275,-105.1290502
"ELEC",39.8107594,-105.175143
"ELEC",39.8135152,-105.0813798
"ELEC",39.7110482,-105.0250667
"ELEC",39.849458,-105.006791
"ELEC",39.8849301,-105.0250185
"ELEC",39.6998508,-105.142385
"ELEC",40.1768864,-105.1024675
"ELEC",39.9692845,-105.1643193
"ELEC",39.9139194,-104.9363586
"ELEC",39.8777387,-105.0955086
"ELEC",41.834015,-72.817421
"ELEC",38.94693,-77.065639
"ELEC",38.9192265,-77.0706446
"ELEC",39.2112679,-76.941624
"ELEC",42.9653626,-85.8924802
"ELEC",42.9605103,-85.8842773
"ELEC",42.244351,-83.444131
"ELEC",42.615654,-83.324374
"ELEC",42.335279,-83.057424
"ELEC",42.334668,-83.056126
"ELEC",42.334232,-83.0566
"ELEC",42.41423,-83.1364
"ELEC",44.824895,-93.113175
"ELEC",38.6000404,-90.2114258
"ELEC",38.6311874,-90.1899948
"ELEC",35.601437,-82.621718
"ELEC",39.9348488,-75.0299911
"ELEC",40.56152344,-74.32902527
"ELEC",40.7780647,-73.9825058
"ELEC",40.7639046,-73.9644852
"ELEC",40.7800026,-73.9526825
"ELEC",42.940685,-123.290061
"ELEC",45.54504,-122.958931
"ELEC",45.501198,-122.678531
"ELEC",45.543255,-122.465714
"ELEC",29.470615,-98.464322
"ELEC",30.3227473,-97.7125416
"ELEC",30.3084948,-97.7407752
"ELEC",30.2319183,-97.7988815
"ELEC",30.3035789,-97.7071972
"ELEC",30.2389984,-97.7550735
"ELEC",30.3826427,-97.9338608
"ELEC",30.2776468,-97.6663129
"ELEC",30.561581,-97.657045
"ELEC",29.4699688,-98.4969559
"ELEC",29.3605188,-98.5329969
"ELEC",29.4201144,-98.6526154
"ELEC",29.3550553,-98.5237275
"ELEC",38.8561096,-77.0493774
"ELEC",38.8900909,-77.0859451
"ELEC",38.8538599,-77.0491629
"ELEC",38.8493185,-77.0509999
"ELEC",37.57969,-77.4914
"ELEC",38.9140599,-77.2264588
"ELEC",47.7911263,-122.366066
"ELEC",47.4242096,-122.2566452
"ELEC",47.5772667,-122.2098236
"ELEC",47.5900154,-122.2285461
"ELEC",47.4424896,-122.2139192
"ELEC",47.4424896,-122.2139192
"ELEC",47.4442282,-122.2145767
"ELEC",47.6128769,-122.3352681
"ELEC",43.054554,-89.3210831
"ELEC",35.78214,-78.6864
"ELEC",44.7625323,-85.5855122
"ELEC",41.9548103,-87.865216
"ELEC",35.494066,-79.1801955
"ELEC",41.0382344,-111.9385233
"ELEC",40.389223,-111.826161
"ELEC",40.3112412,-111.7012595
"ELEC",40.3659539,-111.7515523
"ELEC",40.251619,-111.668754
"ELEC",41.1624308,-112.0258821
"ELEC",40.1607816,-111.6106739
"ELEC",38.6725273,-77.397171
"ELEC",47.845834,-122.296675
"ELEC",47.810806,-122.322906
"ELEC",47.6929017,-122.3555243
"ELEC",47.5454638,-122.3764102
"ELEC",47.517917,-122.354531
"ELEC",47.6906401,-122.3767497
"ELEC",47.7348902,-122.3445775
"ELEC",47.756603,-122.345231
"ELEC",39.7398648,-104.9630232
"ELEC",39.652644,-104.905078
"ELEC",39.59433,-104.797479
"ELEC",39.528523,-104.940956
"ELEC",39.54982,-104.99239
"ELEC",39.624803,-105.129411
"ELEC",39.9285889,-105.146505
"ELEC",39.8850765,-104.9361791
"ELEC",27.9017162,-82.7212372
"ELEC",28.5389748,-81.3755951
"ELEC",28.4249705,-81.458499
"ELEC",27.5159685,-82.5726983
"ELEC",28.2499523,-81.2829437
"ELEC",28.2590656,-81.2811661
"ELEC",28.2508717,-81.2797775
"ELEC",27.3353519,-82.5735779
"ELEC",27.3860302,-82.4819183
"ELEC",27.3495499,-82.4039527
"ELEC",33.887197,-84.059486
"ELEC",33.937602,-84.034019
"ELEC",33.9472809,-83.986829
"ELEC",34.035806,-83.986974
"ELEC",33.9494722,-84.0832447
"ELEC",33.883764,-84.161823
"ELEC",33.791232,-83.7125294
"ELEC",33.8786,-84.379396
"ELEC",33.841685,-84.059536
"ELEC",33.803474,-84.04356
"ELEC",39.3268344,-76.6818006
"ELEC",39.3341563,-76.4957251
"ELEC",42.3072643,-85.5609004
"ELEC",42.292511,-85.5814362
"ELEC",42.2785225,-85.616539
"ELEC",42.4464455,-85.6536789
"ELEC",42.51631927,-83.04421997
"ELEC",45.183283,-93.237039
"ELEC",44.998872,-93.225839
"ELEC",44.9740649,-93.1477077
"ELEC",44.956134,-93.084196
"ELEC",45.5165409,-122.6229541
"ELEC",45.5345148,-122.6605144
"ELEC",34.005007,-81.032771
"ELEC",34.0021439,-81.0357366
"ELEC",32.592442,-117.034092
"ELEC",32.6294881,-117.0877137
"ELEC",32.62181,-116.9658995
"ELEC",38.534347,-121.7490977
"ELEC",38.5387878,-121.7329102
"ELEC",32.905037,-117.243529
"ELEC",32.8754964,-117.2383261
"ELEC",38.1914597,-121.3175278
"ELEC",34.035767,-118.686361
"ELEC",38.0195503,-122.1332016
"ELEC",37.5362617,-122.0626996
"ELEC",37.8229086,-122.2659124
"ELEC",38.4807398,-121.5040479
"ELEC",32.718288,-117.161218
"ELEC",32.730505,-117.147388
"ELEC",32.727157,-117.153557
"ELEC",32.895333,-117.196577
"ELEC",32.938738,-117.197953
"ELEC",37.5664104,-122.3242515
"ELEC",37.0436402,-122.0253531
"ELEC",34.5952187,-120.1380157
"ELEC",34.5957527,-120.1434555
"ELEC",34.5963135,-120.1364822
"ELEC",34.2769033,-119.293699
"ELEC",34.282379,-119.293134
"ELEC",34.2795472,-119.2922509
"ELEC",39.6967971,-104.8477674
"ELEC",39.6117234,-104.7548326
"ELEC",39.675265,-104.8091759
"ELEC",39.596486,-104.705455
"ELEC",37.8061027,-122.4496073
"ELEC",39.7755822,-89.7083917
"ELEC",27.988101,-82.3921639
"ELEC",25.775185,-80.1980729
"ELEC",41.811817,-72.261825
"ELEC",40.6458931,-73.7796326
"ELEC",40.7687836,-73.9831467
"ELEC",40.709611,-74.01185
"ELEC",40.7709098,-73.9884248
"ELEC",39.3905346,-84.5028809
"ELEC",45.3018841,-122.961252
"ELEC",45.4970647,-122.5375405
"ELEC",44.953498,-122.982891
"ELEC",44.9287241,-122.9833527
"ELEC",44.9484386,-123.051336
"ELEC",44.957313,-123.017758
"ELEC",39.967681,-75.246311
"ELEC",40.1026176,-75.0287676
"ELEC",35.9219409,-86.8213169
"ELEC",36.174686,-86.297861
"ELEC",35.843255,-86.446727
"ELEC",30.2160263,-97.7963715
"ELEC",30.4033994,-97.7050844
"ELEC",30.276762,-97.7476049
"ELEC",30.2351284,-97.7051926
"ELEC",32.94617,-97.0197
"ELEC",33.1080017,-96.8079987
"ELEC",29.73677,-95.40215
"ELEC",29.78145,-95.54383
"ELEC",29.86959,-95.32962
"ELEC",29.5992,-95.62274
"ELEC",30.7175522,-95.5504532
"ELEC",29.3923504,-98.4884437
"ELEC",29.4232814,-98.5022012
"ELEC",29.562099,-98.5883315
"ELEC",29.3861989,-98.5714824
"ELEC",29.505632,-98.552193
"ELEC",29.3816217,-98.4571667
"ELEC",38.844318,-77.119368
"ELEC",38.6561546,-77.303009
"ELEC",47.5451579,-122.0377262
"ELEC",47.67881,-122.17536
"ELEC",48.1017303,-122.1826859
"ELEC",47.5866676,-122.2340887
"ELEC",47.481246,-122.20848
"ELEC",47.4827634,-122.1951364
"ELEC",47.4838573,-122.1717172
"ELEC",47.4747184,-122.2047135
"ELEC",47.4747184,-122.2047135
"ELEC",47.498181,-122.204306
"ELEC",47.5025057,-122.1780214
"ELEC",47.4884945,-122.1642138
"ELEC",47.6038132,-122.329628
"ELEC",47.2540132,-122.4375681
"ELEC",47.2480317,-122.4392982
"ELEC",47.245401,-122.4337137
"ELEC",47.2530496,-122.4392879
"ELEC",47.228982,-122.46771
"ELEC",47.2542613,-122.4452626
"ELEC",32.613528,-117.068816
"ELEC",32.7968411,-116.9354882
"ELEC",33.920674,-118.3967048
"ELEC",33.126395,-117.084463
"ELEC",33.891236,-118.299452
"ELEC",38.253652,-122.647842
"ELEC",38.706341,-120.83169
"ELEC",38.5477882,-121.454897
"ELEC",32.749527,-117.206945
"ELEC",32.803323,-117.008718
"ELEC",37.9584366,-122.3398619
"ELEC",36.980867,-122.002095
"ELEC",38.4583384,-122.7309938
"ELEC",38.019796,-121.294277
"ELEC",33.168928,-117.21187
"ELEC",39.742113,-104.991416
"ELEC",41.7678481,-72.6815113
"ELEC",38.900786,-77.027657
"ELEC",38.896703,-77.0275779
"ELEC",38.9054845,-77.042867
"ELEC",34.275934,-83.8599349
"ELEC",34.009954,-84.57675
"ELEC",37.2852364,-121.9777564
"ELEC",41.7219887,-87.7328291
"ELEC",39.2007741,-94.497087
"ELEC",36.422644,-94.2231078
"ELEC",38.9532711,-94.5084012
"ELEC",38.8834724,-94.8087324
"ELEC",42.3472118,-71.0878448
"ELEC",42.3589015,-71.0553249
"ELEC",42.3802259,-71.1197355
"ELEC",42.5939903,-71.3520126
"ELEC",42.1467756,-70.8447432
"ELEC",42.447313,-71.225664
"ELEC",42.7990341,-70.8470535
"ELEC",42.6386185,-71.3816071
"ELEC",42.0326424,-71.3120041
"ELEC",38.9894409,-76.9373016
"ELEC",39.1523165,-76.7440536
"ELEC",39.0540123,-76.9561844
"ELEC",39.243954,-94.441887
"ELEC",38.9946997,-94.4726889
"ELEC",36.063688,-79.503745
"ELEC",36.063688,-79.503745
"ELEC",35.7823216,-78.6837103
"ELEC",35.139481,-90.029555
"ELEC",26.892167,-80.1027229
"ELEC",44.0162664,-73.1655385
"ELEC",37.4900374,-121.9528583
"ELEC",25.789906,-80.186749
"ELEC",47.7796657,-122.3460124
"ELEC",47.9024565,-122.2463661
"ELEC",47.8789325,-122.2071316
"ELEC",47.935727,-122.218396
"ELEC",47.8960843,-122.2392104
"ELEC",47.2419472,-122.3730156
"ELEC",47.358799,-122.164824
"ELEC",46.125628,-122.928321
"ELEC",47.848697,-122.246153
"ELEC",47.031008,-122.929797
"ELEC",46.2359296,-119.1279814
"ELEC",48.102884,-123.342597
"ELEC",47.2071047,-122.2958044
"ELEC",47.448281,-122.219286
"ELEC",47.6062569,-122.3329731
"ELEC",47.5948131,-122.322119
"ELEC",47.7210296,-122.3422029
"ELEC",47.60502,-122.329
"ELEC",47.5836551,-122.3228582
"ELEC",47.5829787,-122.3232312
"ELEC",47.6222939,-122.3468139
"ELEC",47.6996208,-122.3419056
"ELEC",47.5714032,-122.3330103
"ELEC",47.579491,-122.3213575
"ELEC",47.5648572,-122.3531163
"ELEC",47.6572658,-117.312485
"ELEC",47.219726,-122.485672
"ELEC",47.2391586,-122.4975967
"ELEC",47.2269249,-122.4752808
"ELEC",47.171582,-122.517619
"ELEC",47.147143,-122.433631
"ELEC",41.503785,-74.068285
"ELEC",41.503785,-74.068285
"ELEC",42.4516281,-75.1007331
"ELEC",42.4516281,-75.1007331
"ELEC",42.7848316,-78.7655188
"ELEC",42.7848316,-78.7655188
"ELEC",40.792721,-73.008301
"ELEC",40.792721,-73.008301
"ELEC",44.66739,-73.444127
"ELEC",44.66739,-73.444127
"ELEC",41.011331,-73.656384
"ELEC",41.011331,-73.656384
"ELEC",40.924952,-72.7056999
"ELEC",40.924952,-72.7056999
"ELEC",43.0776576,-77.6431811
"ELEC",43.0776576,-77.6431811
"ELEC",40.860147,-73.161577
"ELEC",40.860147,-73.161577
"ELEC",42.7644462,-73.8856958
"ELEC",42.7644462,-73.8856958
"ELEC",40.67373,-73.4970018
"ELEC",40.67373,-73.4970018
"ELEC",40.5978561,-74.0833966
"ELEC",40.5978561,-74.0833966
"ELEC",40.8101658,-73.5075305
"ELEC",43.0611748,-76.0886462
"ELEC",43.0611748,-76.0886462
"ELEC",40.6649022,-73.6986204
"ELEC",40.6649022,-73.6986204
"ELEC",40.8101658,-73.5075305
"ELEC",42.0958284,-76.0035305
"ELEC",42.0958284,-76.0035305
"ELEC",41.5872079,-73.908633
"ELEC",41.5872079,-73.908633
"ELEC",43.2044847,-77.4784151
"ELEC",43.2044847,-77.4784151
"ELEC",40.720647,-73.304128
"ELEC",40.720647,-73.304128
"ELEC",40.754623,-73.562124
"ELEC",40.754623,-73.562124
"ELEC",41.0438703,-73.8018786
"ELEC",41.0438703,-73.8018786
"ELEC",42.9649497,-78.6918473
"ELEC",42.9649497,-78.6918473
"ELEC",41.2893086,-73.8359319
"ELEC",41.2893086,-73.8359319
"ELEC",40.7627596,-84.1490428
"ELEC",39.951075,-83.851801
"ELEC",44.6340212,-123.0837535
"ELEC",42.185632,-122.667964
"ELEC",45.491816,-122.811724
"ELEC",44.055386,-121.27764
"ELEC",44.572608,-123.258425
"ELEC",43.7869577,-123.0539254
"ELEC",44.0592136,-123.0811507
"ELEC",45.3799237,-122.6042468
"ELEC",42.46188,-123.322928
"ELEC",44.3877342,-123.0575716
"ELEC",45.508744,-122.968747
"ELEC",44.5165972,-122.8964974
"ELEC",45.2275986,-123.1778771
"ELEC",42.331838,-122.876341
"ELEC",42.3156876,-122.8613265
"ELEC",42.3240773,-122.8990224
"ELEC",43.537041,-123.290119
"ELEC",45.531567,-122.537169
"ELEC",40.521744,-111.938073
"ELEC",43.226537,-123.355803
"ELEC",43.2264305,-123.348339
"ELEC",44.949467,-122.999595
"ELEC",44.0842271,-123.0393919
"ELEC",44.0622406,-123.0267927
"ELEC",45.6149066,-121.209749
"ELEC",45.326897,-122.771015
"ELEC",42.694896,-123.396494
"ELEC",40.1462627,-75.3093256
"ELEC",40.0232354,-75.076654
"ELEC",40.528369,-111.853705
"ELEC",40.6205,-111.8905486
"ELEC",40.5801429,-111.8319978
"ELEC",40.6686599,-111.9388606
"ELEC",40.5876453,-111.9833171
"ELEC",48.508154,-122.611842
"ELEC",47.617269,-122.1828362
"ELEC",47.6165569,-122.1537017
"ELEC",48.7564197,-122.4542191
"ELEC",47.808371,-122.208706
"ELEC",47.562216,-122.684539
"ELEC",47.4590583,-122.3339114
"ELEC",39.9140651,-86.1111523
"ELEC",38.9920045,-94.5947077
"ELEC",44.129233,-70.22363
"ELEC",44.129233,-70.22363
"ELEC",42.28283,-83.749331
"ELEC",42.283504,-83.747496
"ELEC",42.274044,-83.733542
"ELEC",42.278678,-83.742637
"ELEC",42.2780477,-83.747943
"ELEC",42.284242,-83.80855
"ELEC",42.284242,-83.80855
"ELEC",43.0355472,-85.6183476
"ELEC",43.0355472,-85.6183476
"ELEC",42.2720558,-85.6271705
"ELEC",42.911861,-85.557987
"ELEC",42.911861,-85.557987
"ELEC",43.4877871,-83.9743457
"ELEC",43.4877871,-83.9743457
"ELEC",44.743607,-85.595329
"ELEC",44.743607,-85.595329
"ELEC",42.553489,-83.175205
"ELEC",42.553489,-83.175205
"ELEC",35.867552,-78.543695
"ELEC",35.8993151,-78.650322
"ELEC",43.188135,-71.497637
"ELEC",43.188135,-71.497637
"ELEC",42.7795278,-71.4989151
"ELEC",43.0772236,-70.7851839
"ELEC",43.0772236,-70.7851839
"ELEC",42.7929608,-71.1958154
"ELEC",42.7929608,-71.1958154
"ELEC",43.2557608,-70.8994978
"ELEC",43.2557608,-70.8994978
"ELEC",42.8742427,-72.229946
"ELEC",42.8742427,-72.229946
"ELEC",43.4521423,-71.5724799
"ELEC",43.4521423,-71.5724799
"ELEC",42.6772991,-73.7868763
"ELEC",42.6772991,-73.7868763
"ELEC",42.979551,-78.797379
"ELEC",42.979551,-78.797379
"ELEC",42.966917,-76.534949
"ELEC",42.966917,-76.534949
"ELEC",40.7583457,-73.7768217
"ELEC",40.7583457,-73.7768217
"ELEC",41.082604,-73.9481638
"ELEC",41.082604,-73.9481638
"ELEC",40.636457,-74.0189727
"ELEC",40.636457,-74.0189727
"ELEC",40.5889637,-73.960686
"ELEC",40.5889637,-73.960686
"ELEC",43.14972,-76.114869
"ELEC",43.14972,-76.114869
"ELEC",43.100195,-77.4825982
"ELEC",43.100195,-77.4825982
"ELEC",40.7725449,-73.8720398
"ELEC",40.6228528,-73.7422256
"ELEC",40.6228528,-73.7422256
"ELEC",42.434863,-76.508897
"ELEC",42.434863,-76.508897
"ELEC",40.755347,-73.892189
"ELEC",40.755347,-73.892189
"ELEC",40.7075168,-73.8045108
"ELEC",40.7075168,-73.8045108
"ELEC",43.0251875,-74.3582604
"ELEC",43.0251875,-74.3582604
"ELEC",40.7170234,-73.6307003
"ELEC",40.7170234,-73.6307003
"ELEC",42.162638,-76.868143
"ELEC",42.162638,-76.868143
"ELEC",40.8344012,-73.3799288
"ELEC",40.8344012,-73.3799288
"ELEC",41.9476046,-74.0326396
"ELEC",41.9476046,-74.0326396
"ELEC",43.128609,-78.695729
"ELEC",43.128609,-78.695729
"ELEC",42.95369,-71.441581
"ELEC",42.95369,-71.441581
"ELEC",41.408177,-74.414528
"ELEC",41.408177,-74.414528
"ELEC",40.9190459,-73.7768918
"ELEC",40.9190459,-73.7768918
"ELEC",38.5931491,-90.5326758
"ELEC",38.5931491,-90.5326758
"ELEC",38.967618,-92.334492
"ELEC",38.967618,-92.334492
"ELEC",39.2669349,-94.666172
"ELEC",39.2669349,-94.666172
"ELEC",38.901254,-94.34927
"ELEC",38.901254,-94.34927
"ELEC",39.7811347,-94.8010961
"ELEC",39.7811347,-94.8010961
"ELEC",38.5204015,-90.344144
"ELEC",38.5204015,-90.344144
"ELEC",38.797781,-90.598753
"ELEC",38.797781,-90.598753
"ELEC",35.597527,-82.560582
"ELEC",35.597342,-82.549059
"ELEC",35.499836,-82.522586
"ELEC",35.724183,-79.189641
"ELEC",36.3454219,-94.1835127
"ELEC",36.3454219,-94.1835127
"ELEC",35.09414,-92.4223
"ELEC",35.09414,-92.4223
"ELEC",36.1126288,-94.1445375
"ELEC",36.1126288,-94.1445375
"ELEC",35.320472,-94.397408
"ELEC",35.320472,-94.397408
"ELEC",34.4539161,-93.0659336
"ELEC",34.4539161,-93.0659336
"ELEC",35.805509,-90.6709214
"ELEC",35.805509,-90.6709214
"ELEC",34.711439,-92.404311
"ELEC",34.711439,-92.404311
"ELEC",34.8102,-92.2045
"ELEC",34.8102,-92.2045
"ELEC",34.2040421,-92.0069973
"ELEC",34.2040421,-92.0069973
"ELEC",33.5770994,-117.7237798
"ELEC",33.8167675,-118.0097102
"ELEC",33.8029454,-117.9437186
"ELEC",33.8171399,-117.9745443
"ELEC",33.838714,-117.9956352
"ELEC",36.6863361,-121.7974769
"ELEC",37.8127598,-122.2653899
"ELEC",37.6759476,-121.8749489
"ELEC",32.9566887,-117.0411735
"ELEC",36.5993177,-121.8505016
"ELEC",33.8064581,-118.3574274
"ELEC",39.413639,-104.864124
"ELEC",41.1888099,-73.1664495
"ELEC",41.9979545,-72.5742057
"ELEC",41.9979545,-72.5742057
"ELEC",41.16725,-73.2336
"ELEC",41.7913051,-72.6566434
"ELEC",41.7913051,-72.6566434
"ELEC",41.813743,-72.507773
"ELEC",41.813743,-72.507773
"ELEC",41.568466,-73.099109
"ELEC",41.568466,-73.099109
"ELEC",41.5903224,-72.6757242
"ELEC",41.5903224,-72.6757242
"ELEC",41.2096984,-73.083616
"ELEC",41.2096984,-73.083616
"ELEC",41.307455,-72.923956
"ELEC",41.360892,-72.870997
"ELEC",41.360892,-72.870997
"ELEC",41.7283586,-72.1878358
"ELEC",41.3091825,-72.3819136
"ELEC",41.2581913,-73.0004997
"ELEC",41.29952,-73.1063
"ELEC",41.2482123,-73.0982438
"ELEC",41.818995,-73.087102
"ELEC",41.818995,-73.087102
"ELEC",41.467401,-72.817451
"ELEC",41.467401,-72.817451
"ELEC",41.3077571,-72.9685927
"ELEC",41.3077571,-72.9685927
"ELEC",41.820356,-72.869086
"ELEC",41.820356,-72.869086
"ELEC",41.26043,-73.435421
"ELEC",41.26043,-73.435421
"ELEC",26.073857,-80.361249
"ELEC",26.073857,-80.361249
"ELEC",41.7283586,-72.1878358
"ELEC",27.85063,-82.688497
"ELEC",34.0708553,-84.2970006
"ELEC",33.960692,-84.366568
"ELEC",33.854784,-84.383031
"ELEC",33.7283392,-84.196069
"ELEC",33.681681,-84.229299
"ELEC",33.824257,-84.292605
"ELEC",33.618196,-84.246751
"ELEC",34.051051,-84.596095
"ELEC",34.058345,-84.557204
"ELEC",33.7894582,-84.6231178
"ELEC",33.716791,-84.145194
"ELEC",34.0321289,-84.5277728
"ELEC",33.79949,-84.220303
"ELEC",34.1025,-84.5351
"ELEC",41.996733,-93.611858
"ELEC",41.996733,-93.611858
"ELEC",42.5129844,-92.4406158
"ELEC",42.5129844,-92.4406158
"ELEC",42.030599,-91.665935
"ELEC",42.030599,-91.665935
"ELEC",41.5655933,-90.5775592
"ELEC",41.5655933,-90.5775592
"ELEC",42.483845,-91.4696676
"ELEC",42.4334417,-96.3700025
"ELEC",42.4334417,-96.3700025
"ELEC",43.1694489,-89.0695889
"ELEC",44.0431605,-88.5426784
"ELEC",47.281263,-122.516582
"ELEC",47.20619,-122.434402
"ELEC",47.2136054,-122.5366188
"ELEC",45.648181,-122.59837
"ELEC",46.047278,-118.353883
"ELEC",47.4352227,-120.3241462
"ELEC",46.5903817,-120.5004486
"ELEC",46.5903817,-120.5004486
"ELEC",35.68255,-105.94376
"ELEC",41.509406,-90.577025
"ELEC",42.692723,-73.628729
"ELEC",42.2900599,-83.673027
"ELEC",47.1218728,-88.5696339
"ELEC",27.7659759,-82.6314787
"ELEC",27.3341446,-82.5305099
"ELEC",27.3351727,-82.5279999
"ELEC",27.9453506,-82.5237045
"ELEC",28.5942669,-81.3499374
"ELEC",41.9037437,-91.655365
"ELEC",41.87757111,-87.65041351
"ELEC",45.511944,-122.678465
"ELEC",45.533455,-122.664802
"ELEC",45.523689,-122.692838
"ELEC",45.497069,-122.635149
"ELEC",45.514061,-122.681065
"ELEC",45.520175,-122.677128
"ELEC",45.445281,-122.733108
"ELEC",45.5422579,-122.6695565
"ELEC",45.513257,-122.676346
"ELEC",45.484618,-122.676655
"ELEC",45.527963,-122.659722
"ELEC",45.51635,-122.53823
"ELEC",45.512013,-122.66054
"ELEC",45.519694,-122.478926
"ELEC",45.557884,-122.497748
"ELEC",45.527757,-122.664542
"ELEC",45.549261,-122.661355
"ELEC",45.605785,-122.691732
"ELEC",45.515948,-122.674034
"ELEC",45.512348,-122.611151
"ELEC",45.51247,-122.639645
"ELEC",45.435668,-122.577541
"ELEC",38.9444357,-95.2806356
"ELEC",38.9157944,-94.8042374
"ELEC",42.3641548,-71.0685577
"ELEC",42.3628769,-71.0640869
"ELEC",42.3681263,-71.076239
"ELEC",42.3713074,-71.0976334
"ELEC",42.3618622,-71.0920792
"ELEC",42.3629882,-71.0889079
"ELEC",42.039196,-71.239624
"ELEC",42.6427218,-71.3063149
"ELEC",42.6125679,-71.3215256
"ELEC",42.3400002,-71.581749
"ELEC",42.1510201,-71.4997787
"ELEC",42.4108086,-70.9971085
"ELEC",42.1287842,-70.915741
